نام بیمارستان,روز هفته,تاریخ مصرف,تعداد مصرف,کد مشتریان,باز یا بسته بودن داروخانه,تخفیفات,تعطیلی مدارس,تعطیلی هفتگی
11,1,9/15/2019,5,1,1,0,0,0
2,1,9/15/2019,53,1,1,0,0,0
8,1,9/15/2019,5,1,1,0,0,0
5,1,9/15/2019,46,1,1,0,0,0
9,1,9/15/2019,13,1,1,0,0,0
5,2,9/16/2019,36,1,1,0,0,0
3,2,9/16/2019,165,1,1,0,0,0
11,2,9/16/2019,4,1,1,0,0,0
6,2,9/16/2019,12,1,1,0,0,0
1,2,9/16/2019,43,1,1,0,0,0
2,2,9/16/2019,61,1,1,0,0,0
8,2,9/16/2019,5,1,1,0,0,0
9,2,9/16/2019,16,1,1,0,0,0
10,2,9/16/2019,48,1,1,0,0,0
4,2,9/16/2019,3,1,1,0,0,0
10,3,9/17/2019,35,1,1,0,0,0
11,3,9/17/2019,2,1,1,0,0,0
5,3,9/17/2019,30,1,1,0,0,0
9,3,9/17/2019,19,1,1,0,0,0
3,3,9/17/2019,142,1,1,0,0,0
2,3,9/17/2019,56,1,1,0,0,0
8,3,9/17/2019,1,1,1,0,0,0
6,3,9/17/2019,13,1,1,0,0,0
4,3,9/17/2019,1,1,1,0,0,0
1,3,9/17/2019,35,1,1,0,0,0
6,4,9/18/2019,10,1,1,0,0,0
1,4,9/18/2019,29,1,1,0,0,0
12,4,9/18/2019,1,1,1,0,0,0
11,4,9/18/2019,2,1,1,0,0,0
10,4,9/18/2019,32,1,1,0,0,0
5,4,9/18/2019,40,1,1,0,0,0
8,4,9/18/2019,5,1,1,0,0,0
3,4,9/18/2019,141,1,1,0,0,0
2,4,9/18/2019,67,1,1,0,0,0
9,4,9/18/2019,18,1,1,0,0,0
4,4,9/18/2019,1,1,1,0,0,0
2,5,9/19/2019,59,1,1,0,0,0
1,5,9/19/2019,43,1,1,0,0,0
8,5,9/19/2019,11,1,1,0,0,0
3,5,9/19/2019,136,1,1,0,0,0
5,5,9/19/2019,37,1,1,0,0,0
11,5,9/19/2019,5,1,1,0,0,0
6,5,9/19/2019,5,1,1,0,0,0
9,5,9/19/2019,7,1,1,0,0,0
10,5,9/19/2019,34,1,1,0,0,0
9,6,9/20/2019,10,1,1,0,1,0
5,6,9/20/2019,36,1,1,0,1,0
10,6,9/20/2019,24,1,1,0,1,0
1,6,9/20/2019,38,1,1,0,1,0
3,6,9/20/2019,145,1,1,0,1,0
6,6,9/20/2019,1,1,1,0,1,0
4,6,9/20/2019,1,1,1,0,1,0
8,6,9/20/2019,3,1,1,0,1,0
11,6,9/20/2019,4,1,1,0,1,0
2,6,9/20/2019,57,1,1,0,1,0
2,7,9/21/2019,44,1,1,0,0,0
10,7,9/21/2019,36,1,1,0,0,0
11,7,9/21/2019,3,1,1,0,0,0
5,7,9/21/2019,32,1,1,0,0,0
8,7,9/21/2019,10,1,1,0,0,0
9,7,9/21/2019,15,1,1,0,0,0
3,7,9/21/2019,162,1,1,0,0,0
6,7,9/21/2019,4,1,1,0,0,0
1,7,9/21/2019,36,1,1,0,0,0
6,1,9/22/2019,3,1,1,0,0,0
1,1,9/22/2019,34,1,1,0,0,0
8,1,9/22/2019,12,1,1,0,0,0
3,1,9/22/2019,121,1,1,0,0,0
9,1,9/22/2019,12,1,1,0,0,0
5,1,9/22/2019,34,1,1,0,0,0
10,1,9/22/2019,35,1,1,0,0,0
11,1,9/22/2019,12,1,1,0,0,0
2,1,9/22/2019,55,1,1,0,0,0
8,2,9/23/2019,13,1,1,0,0,0
9,2,9/23/2019,32,1,1,0,0,0
11,2,9/23/2019,17,1,1,0,0,0
10,2,9/23/2019,31,1,1,0,0,0
3,2,9/23/2019,180,1,1,0,0,0
1,2,9/23/2019,33,1,1,0,0,0
5,2,9/23/2019,35,1,1,0,0,0
6,2,9/23/2019,19,1,1,0,0,0
2,2,9/23/2019,62,1,1,0,0,0
10,3,9/24/2019,41,1,1,0,0,0
6,3,9/24/2019,8,1,1,0,0,0
8,3,9/24/2019,12,1,1,0,0,0
9,3,9/24/2019,23,1,1,0,0,0
5,3,9/24/2019,38,1,1,0,0,0
1,3,9/24/2019,39,1,1,0,0,0
3,3,9/24/2019,158,1,1,0,0,0
4,3,9/24/2019,1,1,1,0,0,0
11,3,9/24/2019,10,1,1,0,0,0
2,3,9/24/2019,68,1,1,0,0,0
1,4,9/25/2019,64,1,1,0,0,0
11,4,9/25/2019,8,1,1,0,0,0
6,4,9/25/2019,10,1,1,0,0,0
9,4,9/25/2019,24,1,1,0,0,0
2,4,9/25/2019,72,1,1,0,0,0
8,4,9/25/2019,7,1,1,0,0,0
3,4,9/25/2019,144,1,1,0,0,0
12,4,9/25/2019,1,1,1,0,0,0
5,4,9/25/2019,37,1,1,0,0,0
4,4,9/25/2019,2,1,1,0,0,0
10,4,9/25/2019,34,1,1,0,0,0
9,5,9/26/2019,18,1,1,0,0,0
8,5,9/26/2019,6,1,1,0,0,0
2,5,9/26/2019,84,1,1,0,0,0
1,5,9/26/2019,58,1,1,0,0,0
10,5,9/26/2019,35,1,1,0,0,0
3,5,9/26/2019,112,1,1,0,0,0
5,5,9/26/2019,33,1,1,0,0,0
11,5,9/26/2019,7,1,1,0,0,0
6,5,9/26/2019,7,1,1,0,0,0
3,6,9/27/2019,125,1,1,0,1,0
4,6,9/27/2019,2,1,1,0,1,0
1,6,9/27/2019,64,1,1,0,1,0
8,6,9/27/2019,5,1,1,0,1,0
6,6,9/27/2019,11,1,1,0,1,0
2,6,9/27/2019,77,1,1,0,1,0
10,6,9/27/2019,32,1,1,0,1,0
5,6,9/27/2019,28,1,1,0,1,0
9,6,9/27/2019,13,1,1,0,1,0
11,6,9/27/2019,2,1,1,0,1,0
6,7,9/28/2019,13,1,1,0,0,0
5,7,9/28/2019,33,1,1,0,0,0
10,7,9/28/2019,42,1,1,0,0,0
8,7,9/28/2019,10,1,1,0,0,0
4,7,9/28/2019,2,1,1,0,0,0
1,7,9/28/2019,50,1,1,0,0,0
11,7,9/28/2019,3,1,1,0,0,0
2,7,9/28/2019,90,1,1,0,0,0
3,7,9/28/2019,140,1,1,0,0,0
9,7,9/28/2019,9,1,1,0,0,0
1,1,9/29/2019,56,1,1,0,0,0
11,1,9/29/2019,4,1,1,0,0,0
4,1,9/29/2019,2,1,1,0,0,0
6,1,9/29/2019,11,1,1,0,0,0
9,1,9/29/2019,12,1,1,0,0,0
10,1,9/29/2019,59,1,1,0,0,0
8,1,9/29/2019,9,1,1,0,0,0
3,1,9/29/2019,172,1,1,0,0,0
5,1,9/29/2019,30,1,1,0,0,0
2,1,9/29/2019,79,1,1,0,0,0
8,2,9/30/2019,14,1,1,0,0,0
10,2,9/30/2019,31,1,1,0,0,0
2,2,9/30/2019,97,1,1,0,0,0
6,2,9/30/2019,12,1,1,0,0,0
9,2,9/30/2019,14,1,1,0,0,0
4,2,9/30/2019,1,1,1,0,0,0
3,2,9/30/2019,186,1,1,0,0,0
3,2,9/30/2019,1,1,1,0,0,0
5,2,9/30/2019,26,1,1,0,0,0
11,2,9/30/2019,7,1,1,0,0,0
1,2,9/30/2019,42,1,1,0,0,0
5,3,10/1/2019,26,1,1,0,0,0
1,3,10/1/2019,48,1,1,0,0,0
9,3,10/1/2019,13,1,1,0,0,0
11,3,10/1/2019,13,1,1,0,0,0
3,3,10/1/2019,161,1,1,0,0,0
2,3,10/1/2019,98,1,1,0,0,0
10,3,10/1/2019,33,1,1,0,0,0
8,3,10/1/2019,12,1,1,0,0,0
6,3,10/1/2019,13,1,1,0,0,0
10,4,10/2/2019,27,1,1,0,0,0
4,4,10/2/2019,2,1,1,0,0,0
9,4,10/2/2019,13,1,1,0,0,0
11,4,10/2/2019,9,1,1,0,0,0
1,4,10/2/2019,39,1,1,0,0,0
8,4,10/2/2019,10,1,1,0,0,0
3,4,10/2/2019,114,1,1,0,0,0
6,4,10/2/2019,11,1,1,0,0,0
5,4,10/2/2019,22,1,1,0,0,0
2,4,10/2/2019,96,1,1,0,0,0
4,5,10/3/2019,3,1,1,0,0,0
2,5,10/3/2019,93,1,1,0,0,0
1,5,10/3/2019,57,1,1,0,0,0
8,5,10/3/2019,9,1,1,0,0,0
3,5,10/3/2019,12,1,1,0,0,0
6,5,10/3/2019,16,1,1,0,0,0
11,5,10/3/2019,16,1,1,0,0,0
10,5,10/3/2019,30,1,1,0,0,0
5,5,10/3/2019,41,1,1,0,0,0
9,5,10/3/2019,25,1,1,0,0,0
1,6,10/4/2019,49,1,1,0,1,0
2,6,10/4/2019,79,1,1,0,1,0
6,6,10/4/2019,10,1,1,0,1,0
5,6,10/4/2019,39,1,1,0,1,0
8,6,10/4/2019,13,1,1,0,1,0
11,6,10/4/2019,10,1,1,0,1,0
9,6,10/4/2019,16,1,1,0,1,0
10,6,10/4/2019,43,1,1,0,1,0
3,7,10/5/2019,4,1,1,0,0,0
6,7,10/5/2019,21,1,1,0,0,0
2,7,10/5/2019,65,1,1,0,0,0
8,7,10/5/2019,9,1,1,0,0,0
10,7,10/5/2019,41,1,1,0,0,0
11,7,10/5/2019,13,1,1,0,0,0
1,7,10/5/2019,39,1,1,0,0,0
5,7,10/5/2019,39,1,1,0,0,0
4,7,10/5/2019,1,1,1,0,0,0
9,7,10/5/2019,17,1,1,0,0,0
3,1,10/6/2019,2,1,1,0,0,0
2,1,10/6/2019,84,1,1,0,0,0
8,1,10/6/2019,10,1,1,0,0,0
11,1,10/6/2019,5,1,1,0,0,0
1,1,10/6/2019,31,1,1,0,0,0
6,1,10/6/2019,3,1,1,0,0,0
5,1,10/6/2019,45,1,1,0,0,0
10,1,10/6/2019,31,1,1,0,0,0
9,1,10/6/2019,11,1,1,0,0,0
10,2,10/7/2019,51,1,1,0,0,0
2,2,10/7/2019,93,1,1,0,0,0
3,2,10/7/2019,7,1,1,0,0,0
1,2,10/7/2019,41,1,1,0,0,0
11,2,10/7/2019,3,1,1,0,0,0
8,2,10/7/2019,11,1,1,0,0,0
9,2,10/7/2019,22,1,1,0,0,0
6,2,10/7/2019,8,1,1,0,0,0
5,2,10/7/2019,10,1,1,0,0,0
4,3,10/8/2019,1,1,1,0,0,0
9,3,10/8/2019,25,1,1,0,0,0
11,3,10/8/2019,8,1,1,0,0,0
6,3,10/8/2019,12,1,1,0,0,0
2,3,10/8/2019,81,1,1,0,0,0
10,3,10/8/2019,30,1,1,0,0,0
1,3,10/8/2019,36,1,1,0,0,0
8,3,10/8/2019,14,1,1,0,0,0
5,3,10/8/2019,8,1,1,0,0,0
5,4,10/9/2019,6,1,1,0,0,0
10,4,10/9/2019,38,1,1,0,0,0
8,4,10/9/2019,21,1,1,0,0,0
11,4,10/9/2019,3,1,1,0,0,0
2,4,10/9/2019,107,1,1,0,0,0
1,4,10/9/2019,33,1,1,0,0,0
6,4,10/9/2019,14,1,1,0,0,0
9,4,10/9/2019,24,1,1,0,0,0
3,4,10/9/2019,1,1,1,0,0,0
3,4,10/9/2019,34,1,1,0,0,0
10,5,10/10/2019,45,1,1,0,0,0
9,5,10/10/2019,14,1,1,0,0,0
3,5,10/10/2019,59,1,1,0,0,0
6,5,10/10/2019,17,1,1,0,0,0
5,5,10/10/2019,3,1,1,0,0,0
1,5,10/10/2019,47,1,1,0,0,0
11,5,10/10/2019,12,1,1,0,0,0
2,5,10/10/2019,80,1,1,0,0,0
8,5,10/10/2019,15,1,1,0,0,0
11,6,10/11/2019,6,1,1,0,1,0
6,6,10/11/2019,15,1,1,0,1,0
5,6,10/11/2019,9,1,1,0,1,0
4,6,10/11/2019,3,1,1,0,1,0
9,6,10/11/2019,14,1,1,0,1,0
3,6,10/11/2019,73,1,1,0,1,0
8,6,10/11/2019,6,1,1,0,1,0
1,6,10/11/2019,42,1,1,0,1,0
10,6,10/11/2019,47,1,1,0,1,0
2,6,10/11/2019,74,1,1,0,1,0
1,7,10/12/2019,35,1,1,0,0,0
11,7,10/12/2019,7,1,1,0,0,0
2,7,10/12/2019,66,1,1,0,0,0
8,7,10/12/2019,19,1,1,0,0,0
10,7,10/12/2019,37,1,1,0,0,0
9,7,10/12/2019,10,1,1,0,0,0
6,7,10/12/2019,19,1,1,0,0,0
3,7,10/12/2019,9,1,1,0,0,0
3,7,10/12/2019,102,1,1,0,0,0
5,7,10/12/2019,4,1,1,0,0,0
9,1,10/13/2019,10,1,1,0,0,0
11,1,10/13/2019,4,1,1,0,0,0
3,1,10/13/2019,7,1,1,0,0,0
10,1,10/13/2019,31,1,1,0,0,0
8,1,10/13/2019,17,1,1,0,0,0
1,1,10/13/2019,34,1,1,0,0,0
6,1,10/13/2019,15,1,1,0,0,0
5,1,10/13/2019,1,1,1,0,0,0
3,1,10/13/2019,141,1,1,0,0,0
2,1,10/13/2019,79,1,1,0,0,0
1,2,10/14/2019,30,1,1,0,0,0
10,2,10/14/2019,46,1,1,0,0,0
8,2,10/14/2019,12,1,1,0,0,0
3,2,10/14/2019,126,1,1,0,0,0
2,2,10/14/2019,77,1,1,0,0,0
3,2,10/14/2019,16,1,1,0,0,0
4,2,10/14/2019,2,1,1,0,0,0
6,2,10/14/2019,2,1,1,0,0,0
9,2,10/14/2019,12,1,1,0,0,0
11,2,10/14/2019,2,1,1,0,0,0
9,3,10/15/2019,16,1,1,0,0,0
11,3,10/15/2019,10,1,1,0,0,0
4,3,10/15/2019,2,1,1,0,0,0
8,3,10/15/2019,13,1,1,0,0,0
6,3,10/15/2019,13,1,1,0,0,0
1,3,10/15/2019,32,1,1,0,0,0
3,3,10/15/2019,6,1,1,0,0,0
10,3,10/15/2019,39,1,1,0,0,0
3,3,10/15/2019,124,1,1,0,0,0
2,3,10/15/2019,64,1,1,0,0,0
5,4,10/16/2019,1,1,1,0,0,0
1,4,10/16/2019,39,1,1,0,0,0
8,4,10/16/2019,10,1,1,0,0,0
4,4,10/16/2019,2,1,1,0,0,0
11,4,10/16/2019,4,1,1,0,0,0
6,4,10/16/2019,5,1,1,0,0,0
3,4,10/16/2019,67,1,1,0,0,0
3,4,10/16/2019,4,1,1,0,0,0
10,4,10/16/2019,29,1,1,0,0,0
9,4,10/16/2019,17,1,1,0,0,0
2,4,10/16/2019,70,1,1,0,0,0
3,5,10/17/2019,1,1,1,0,0,0
4,5,10/17/2019,1,1,1,0,0,0
11,5,10/17/2019,6,1,1,0,0,0
1,5,10/17/2019,42,1,1,0,0,0
2,5,10/17/2019,53,1,1,0,0,0
8,5,10/17/2019,12,1,1,0,0,0
9,5,10/17/2019,17,1,1,0,0,0
3,5,10/17/2019,13,1,1,0,0,0
10,5,10/17/2019,34,1,1,0,0,0
6,5,10/17/2019,2,1,1,0,0,0
5,5,10/17/2019,1,1,1,0,0,0
8,6,10/18/2019,5,1,1,0,1,0
1,6,10/18/2019,61,1,1,0,1,0
3,6,10/18/2019,4,1,1,0,1,0
9,6,10/18/2019,11,1,1,0,1,0
2,6,10/18/2019,56,1,1,0,1,0
5,6,10/18/2019,1,1,1,0,1,0
10,6,10/18/2019,34,1,1,0,1,0
6,6,10/18/2019,3,1,1,0,1,0
11,6,10/18/2019,5,1,1,0,1,0
10,7,10/19/2019,37,1,1,0,0,0
1,7,10/19/2019,40,1,1,0,0,0
9,7,10/19/2019,10,1,1,0,0,0
2,7,10/19/2019,42,1,1,0,0,0
8,7,10/19/2019,10,1,1,0,0,0
5,7,10/19/2019,2,1,1,0,0,0
6,7,10/19/2019,4,1,1,0,0,0
3,7,10/19/2019,6,1,1,0,0,0
11,7,10/19/2019,8,1,1,0,0,0
10,1,10/20/2019,25,1,1,0,0,0
1,1,10/20/2019,37,1,1,0,0,0
9,1,10/20/2019,9,1,1,0,0,0
11,1,10/20/2019,7,1,1,0,0,0
3,1,10/20/2019,8,1,1,0,0,0
8,1,10/20/2019,14,1,1,0,0,0
2,1,10/20/2019,73,1,1,0,0,0
6,1,10/20/2019,8,1,1,0,0,0
11,2,10/21/2019,6,1,1,0,0,0
8,2,10/21/2019,9,1,1,0,0,0
5,2,10/21/2019,1,1,1,0,0,0
6,2,10/21/2019,21,1,1,0,0,0
2,2,10/21/2019,65,1,1,0,0,0
4,2,10/21/2019,3,1,1,0,0,0
3,2,10/21/2019,1,1,1,0,0,0
3,2,10/21/2019,1,1,1,0,0,0
9,2,10/21/2019,14,1,1,0,0,0
10,2,10/21/2019,38,1,1,0,0,0
1,2,10/21/2019,27,1,1,0,0,0
3,3,10/22/2019,2,1,1,0,0,0
8,3,10/22/2019,7,1,1,0,0,0
3,3,10/22/2019,1,1,1,0,0,0
2,3,10/22/2019,85,1,1,0,0,0
10,3,10/22/2019,39,1,1,0,0,0
9,3,10/22/2019,14,1,1,0,0,0
11,3,10/22/2019,4,1,1,0,0,0
6,3,10/22/2019,8,1,1,0,0,0
1,3,10/22/2019,43,1,1,0,0,0
5,3,10/22/2019,1,1,1,0,0,0
2,4,10/23/2019,70,1,1,0,0,0
5,4,10/23/2019,1,1,1,0,0,0
1,4,10/23/2019,39,1,1,0,0,0
6,4,10/23/2019,6,1,1,0,0,0
11,4,10/23/2019,4,1,1,0,0,0
10,4,10/23/2019,22,1,1,0,0,0
9,4,10/23/2019,19,1,1,0,0,0
3,4,10/23/2019,1,1,1,0,0,0
8,4,10/23/2019,8,1,1,0,0,0
6,5,10/24/2019,12,1,1,0,0,0
10,5,10/24/2019,36,1,1,0,0,0
5,5,10/24/2019,1,1,1,0,0,0
9,5,10/24/2019,14,1,1,0,0,0
4,5,10/24/2019,1,1,1,0,0,0
3,5,10/24/2019,1,1,1,0,0,0
2,5,10/24/2019,64,1,1,0,0,0
11,5,10/24/2019,4,1,1,0,0,0
8,5,10/24/2019,7,1,1,0,0,0
1,5,10/24/2019,52,1,1,0,0,0
1,6,10/25/2019,48,1,1,0,1,0
9,6,10/25/2019,24,1,1,0,1,0
5,6,10/25/2019,2,1,1,0,1,0
6,6,10/25/2019,6,1,1,0,1,0
2,6,10/25/2019,49,1,1,0,1,0
10,6,10/25/2019,30,1,1,0,1,0
8,6,10/25/2019,7,1,1,0,1,0
8,7,10/26/2019,10,1,1,0,0,0
1,7,10/26/2019,44,1,1,0,0,0
10,7,10/26/2019,22,1,1,0,0,0
4,7,10/26/2019,1,1,1,0,0,0
2,7,10/26/2019,58,1,1,0,0,0
9,7,10/26/2019,13,1,1,0,0,0
5,7,10/26/2019,3,1,1,0,0,0
6,7,10/26/2019,10,1,1,0,0,0
11,7,10/26/2019,1,1,1,0,0,0
10,1,10/27/2019,35,1,1,0,0,0
6,1,10/27/2019,12,1,1,0,0,0
4,1,10/27/2019,1,1,1,0,0,0
5,1,10/27/2019,2,1,1,0,0,0
8,1,10/27/2019,14,1,1,0,0,0
2,1,10/27/2019,48,1,1,0,0,0
9,1,10/27/2019,8,1,1,0,0,0
11,1,10/27/2019,5,1,1,0,0,0
1,1,10/27/2019,54,1,1,0,0,0
10,2,10/28/2019,34,1,1,0,0,0
4,2,10/28/2019,3,1,1,0,0,0
9,2,10/28/2019,17,1,1,0,0,0
6,2,10/28/2019,8,1,1,0,0,0
2,2,10/28/2019,44,1,1,0,0,0
5,2,10/28/2019,1,1,1,0,0,0
11,2,10/28/2019,4,1,1,0,0,0
3,2,10/28/2019,9,1,1,0,0,0
8,2,10/28/2019,11,1,1,0,0,0
1,2,10/28/2019,35,1,1,0,0,0
3,3,10/29/2019,1,1,1,0,0,0
9,3,10/29/2019,15,1,1,0,0,0
10,3,10/29/2019,40,1,1,0,0,0
5,3,10/29/2019,1,1,1,0,0,0
8,3,10/29/2019,11,1,1,0,0,0
1,3,10/29/2019,37,1,1,0,0,0
11,3,10/29/2019,6,1,1,0,0,0
6,3,10/29/2019,15,1,1,0,0,0
3,3,10/29/2019,13,1,1,0,0,0
2,3,10/29/2019,39,1,1,0,0,0
11,4,10/30/2019,4,1,1,0,0,0
2,4,10/30/2019,48,1,1,0,0,0
9,4,10/30/2019,12,1,1,0,0,0
6,4,10/30/2019,22,1,1,0,0,0
1,4,10/30/2019,37,1,1,0,0,0
5,4,10/30/2019,2,1,1,0,0,0
10,4,10/30/2019,42,1,1,0,0,0
3,4,10/30/2019,27,1,1,0,0,0
8,4,10/30/2019,8,1,1,0,0,0
2,5,10/31/2019,74,1,1,0,0,0
3,5,10/31/2019,49,1,1,0,0,0
11,5,10/31/2019,11,1,1,0,0,0
4,5,10/31/2019,1,1,1,0,0,0
5,5,10/31/2019,2,1,1,0,0,0
8,5,10/31/2019,6,1,1,0,0,0
10,5,10/31/2019,33,1,1,0,0,0
6,5,10/31/2019,13,1,1,0,0,0
1,5,10/31/2019,60,1,1,0,0,0
9,5,10/31/2019,8,1,1,0,0,0
9,6,11/1/2019,9,1,1,0,1,0
8,6,11/1/2019,9,1,1,0,1,0
11,6,11/1/2019,4,1,1,0,1,0
1,6,11/1/2019,44,1,1,0,1,0
10,6,11/1/2019,53,1,1,0,1,0
3,6,11/1/2019,45,1,1,0,1,0
6,6,11/1/2019,16,1,1,0,1,0
2,6,11/1/2019,61,1,1,0,1,0
1,7,11/2/2019,47,1,1,0,0,0
3,7,11/2/2019,50,1,1,0,0,0
5,7,11/2/2019,3,1,1,0,0,0
9,7,11/2/2019,13,1,1,0,0,0
10,7,11/2/2019,38,1,1,0,0,0
11,7,11/2/2019,4,1,1,0,0,0
2,7,11/2/2019,58,1,1,0,0,0
8,7,11/2/2019,14,1,1,0,0,0
6,7,11/2/2019,14,1,1,0,0,0
2,1,11/3/2019,80,1,1,0,0,0
1,1,11/3/2019,49,1,1,0,0,0
6,1,11/3/2019,17,1,1,0,0,0
4,1,11/3/2019,3,1,1,0,0,0
5,1,11/3/2019,1,1,1,0,0,0
9,1,11/3/2019,15,1,1,0,0,0
10,1,11/3/2019,41,1,1,0,0,0
3,1,11/3/2019,57,1,1,0,0,0
3,1,11/3/2019,6,1,1,0,0,0
8,1,11/3/2019,21,1,1,0,0,0
11,1,11/3/2019,3,1,1,0,0,0
2,2,11/4/2019,79,1,1,0,0,0
3,2,11/4/2019,5,1,1,0,0,0
8,2,11/4/2019,23,1,1,0,0,0
4,2,11/4/2019,1,1,1,0,0,0
5,2,11/4/2019,9,1,1,0,0,0
6,2,11/4/2019,7,1,1,0,0,0
10,2,11/4/2019,36,1,1,0,0,0
11,2,11/4/2019,3,1,1,0,0,0
9,2,11/4/2019,22,1,1,0,0,0
3,2,11/4/2019,88,1,1,0,0,0
1,2,11/4/2019,36,1,1,0,0,0
5,3,11/5/2019,2,1,1,0,0,0
11,3,11/5/2019,4,1,1,0,0,0
6,3,11/5/2019,9,1,1,0,0,0
2,3,11/5/2019,68,1,1,0,0,0
4,3,11/5/2019,3,1,1,0,0,0
9,3,11/5/2019,13,1,1,0,0,0
10,3,11/5/2019,36,1,1,0,0,0
1,3,11/5/2019,36,1,1,0,0,0
8,3,11/5/2019,19,1,1,0,0,0
3,3,11/5/2019,1,1,1,0,0,0
3,3,11/5/2019,82,1,1,0,0,0
1,4,11/6/2019,40,1,1,0,0,0
4,4,11/6/2019,1,1,1,0,0,0
2,4,11/6/2019,80,1,1,0,0,0
8,4,11/6/2019,11,1,1,0,0,0
10,4,11/6/2019,28,1,1,0,0,0
3,4,11/6/2019,71,1,1,0,0,0
11,4,11/6/2019,2,1,1,0,0,0
6,4,11/6/2019,10,1,1,0,0,0
5,4,11/6/2019,6,1,1,0,0,0
9,4,11/6/2019,14,1,1,0,0,0
9,5,11/7/2019,11,1,1,0,0,0
10,5,11/7/2019,22,1,1,0,0,0
4,5,11/7/2019,1,1,1,0,0,0
8,5,11/7/2019,11,1,1,0,0,0
11,5,11/7/2019,6,1,1,0,0,0
3,5,11/7/2019,8,1,1,0,0,0
3,5,11/7/2019,67,1,1,0,0,0
1,5,11/7/2019,52,1,1,0,0,0
5,5,11/7/2019,3,1,1,0,0,0
6,5,11/7/2019,11,1,1,0,0,0
2,5,11/7/2019,58,1,1,0,0,0
4,6,11/8/2019,3,1,1,0,1,0
3,6,11/8/2019,2,1,1,0,1,0
9,6,11/8/2019,14,1,1,0,1,0
10,6,11/8/2019,21,1,1,0,1,0
1,6,11/8/2019,41,1,1,0,1,0
6,6,11/8/2019,13,1,1,0,1,0
3,6,11/8/2019,68,1,1,0,1,0
8,6,11/8/2019,12,1,1,0,1,0
11,6,11/8/2019,3,1,1,0,1,0
5,6,11/8/2019,1,1,1,0,1,0
2,6,11/8/2019,61,1,1,0,1,0
5,7,11/9/2019,3,1,1,0,0,0
10,7,11/9/2019,38,1,1,0,0,0
3,7,11/9/2019,78,1,1,0,0,0
1,7,11/9/2019,33,1,1,0,0,0
8,7,11/9/2019,15,1,1,0,0,0
11,7,11/9/2019,2,1,1,0,0,0
9,7,11/9/2019,18,1,1,0,0,0
2,7,11/9/2019,73,1,1,0,0,0
4,7,11/9/2019,1,1,1,0,0,0
6,7,11/9/2019,9,1,1,0,0,0
1,1,11/10/2019,41,1,1,0,0,0
5,1,11/10/2019,11,1,1,0,0,0
8,1,11/10/2019,21,1,1,0,0,0
9,1,11/10/2019,31,1,1,0,0,0
6,1,11/10/2019,6,1,1,0,0,0
2,1,11/10/2019,103,1,1,0,0,0
3,1,11/10/2019,83,1,1,0,0,0
10,1,11/10/2019,31,1,1,0,0,0
9,2,11/11/2019,26,1,1,0,0,0
3,2,11/11/2019,117,1,1,0,0,0
11,2,11/11/2019,4,1,1,0,0,0
10,2,11/11/2019,39,1,1,0,0,0
6,2,11/11/2019,8,1,1,0,0,0
4,2,11/11/2019,2,1,1,0,0,0
5,2,11/11/2019,2,1,1,0,0,0
8,2,11/11/2019,22,1,1,0,0,0
2,2,11/11/2019,95,1,1,0,0,0
1,2,11/11/2019,50,1,1,0,0,0
8,3,11/12/2019,18,1,1,0,0,0
10,3,11/12/2019,46,1,1,0,0,0
2,3,11/12/2019,102,1,1,0,0,0
1,3,11/12/2019,48,1,1,0,0,0
11,3,11/12/2019,3,1,1,0,0,0
6,3,11/12/2019,10,1,1,0,0,0
9,3,11/12/2019,27,1,1,0,0,0
3,3,11/12/2019,119,1,1,0,0,0
6,4,11/13/2019,10,1,1,0,0,0
10,4,11/13/2019,52,1,1,0,0,0
11,4,11/13/2019,3,1,1,0,0,0
3,4,11/13/2019,113,1,1,0,0,0
5,4,11/13/2019,1,1,1,0,0,0
9,4,11/13/2019,27,1,1,0,0,0
8,4,11/13/2019,37,1,1,0,0,0
2,4,11/13/2019,102,1,1,0,0,0
1,4,11/13/2019,49,1,1,0,0,0
3,5,11/14/2019,94,1,1,0,0,0
6,5,11/14/2019,8,1,1,0,0,0
5,5,11/14/2019,2,1,1,0,0,0
10,5,11/14/2019,53,1,1,0,0,0
9,5,11/14/2019,23,1,1,0,0,0
1,5,11/14/2019,60,1,1,0,0,0
2,5,11/14/2019,89,1,1,0,0,0
8,5,11/14/2019,32,1,1,0,0,0
11,5,11/14/2019,4,1,1,0,0,0
3,6,11/15/2019,85,1,1,0,1,0
4,6,11/15/2019,1,1,1,0,1,0
2,6,11/15/2019,78,1,1,0,1,0
9,6,11/15/2019,23,1,1,0,1,0
10,6,11/15/2019,60,1,1,0,1,0
11,6,11/15/2019,1,1,1,0,1,0
8,6,11/15/2019,23,1,1,0,1,0
1,6,11/15/2019,41,1,1,0,1,0
6,6,11/15/2019,7,1,1,0,1,0
5,6,11/15/2019,1,1,1,0,1,0
5,7,11/16/2019,4,1,1,0,0,0
1,7,11/16/2019,37,1,1,0,0,0
8,7,11/16/2019,16,1,1,0,0,0
3,7,11/16/2019,85,1,1,0,0,0
10,7,11/16/2019,51,1,1,0,0,0
2,7,11/16/2019,56,1,1,0,0,0
6,7,11/16/2019,14,1,1,0,0,0
9,7,11/16/2019,23,1,1,0,0,0
11,7,11/16/2019,7,1,1,0,0,0
11,1,11/17/2019,11,1,1,0,0,0
